تاريخ البيع,إسم المنتج,صنف المنتج,المدينة,السعر (رس),الكمية المباعة,السعر الإجمالي (رس)
2023-09-19,مجموعة 6 بوكسات,هدايا,خميس مشيط,346.96,88,15824.579999999998
2023-09-15,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,الرياض,302.56,91,1986.6
2023-09-16,سديري الهوية الوطنية,ملابس,الدمام,193.2,78,1259.1000000000001
2023-09-16,مجموعة 6 بوكسات,هدايا,خميس مشيط,456.36,79,995.54
2023-09-21,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الرياض,142.47,44,16925.579999999998
2023-09-18,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,خميس مشيط,370.97,99,12596.85
2023-09-22,شال نسائي اليوم الوطني,ملابس,جدة,306.39,7,11738.76
2023-09-22,بربتوز ولادي اليوم الوطني 93,ملابس,خميس مشيط,124.75,75,13118.599999999999
2023-09-17,بشت اليوم الوطني مزخرف,ملابس,خميس مشيط,482.05,44,6020.16
2023-09-18,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الرياض,373.86,93,14727.75
2023-09-21,بكج توزيعات نحلم ونحقق,هدايا,الدمام,469.55,71,20982.04
2023-09-15,جاكيت اطفال اليوم الوطني,ملابس,جدة,423.77,77,36304.9
2023-09-19,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,خميس مشيط,319.6,40,4969.25
2023-09-21,جاكيت اطفال اليوم الوطني,ملابس,خميس مشيط,115.62,42,5459.08
2023-09-20,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الرياض,63.6,28,22995.84
2023-09-17,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,432.29,56,17555.04
2023-09-17,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الدمام,193.37,25,28304.760000000002
2023-09-17,دقلة اليوم الوطني,ملابس,الدمام,454.7,32,15444.54
2023-09-19,شال اليوم الوطني (هيا لنا دار),ملابس,الرياض,192.81,67,26031.600000000002
2023-09-21,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,391.68,29,616.52
2023-09-17,بشت اليوم الوطني مزخرف,ملابس,جدة,298.63,40,32202.21
2023-09-15,عقال رجالي مقصب,ملابس,خميس مشيط,159.38,22,39740.61
2023-09-16,بكج توزيعات نحلم ونحقق,هدايا,الرياض,192.85,86,9347.52
2023-09-17,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,خميس مشيط,448.96,79,14489.3
2023-09-20,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,خميس مشيط,431.19,27,22447.100000000002
2023-09-18,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,الرياض,148.42,52,8996.48
2023-09-18,بشت اليوم الوطني بالاسم,ملابس,الرياض,217.47,4,7008.299999999999
2023-09-22,عقال رجالي مقصب,ملابس,الدمام,148.41,22,10032.6
2023-09-22,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,147.9,71,5343.58
2023-09-16,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,234.6,3,4026.9599999999996
2023-09-18,دقله اليوم الوطني السعودي 93,ملابس,الدمام,243.63,38,12026.24
2023-09-18,شال اليوم الوطني (نحلم ونحقق),ملابس,جدة,312.68,96,6654.370000000001
2023-09-22,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,الرياض,440.3,20,3653.5099999999998
2023-09-22,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,خميس مشيط,88.17,70,10548.45
2023-09-18,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,90.17,89,6233.14
2023-09-17,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,392.93,40,5341.410000000001
2023-09-15,شال اليوم الوطني (نحلم ونحقق),ملابس,الدمام,481.97,46,4304.58
2023-09-19,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الدمام,135.53,69,9553.68
2023-09-19,فستان اليوم الوطني السعودي 93,ملابس,جدة,340.46,63,13328.98
2023-09-17,بشت اليوم الوطني مع اضافه الاسم,ملابس,جدة,91.41,38,23058.239999999998
2023-09-15,بكج توزيعات نحلم ونحقق,هدايا,الرياض,92.21,94,24331.45
2023-09-16,جاكيت اطفال اليوم الوطني,ملابس,الرياض,130.11,40,27979.2
2023-09-16,مجموعة 12 كرت حامل,هدايا,الرياض,133.11,98,6742.259999999999
2023-09-16,سديري ولادي اليوم الوطني 93,ملابس,الدمام,315.24,13,6847.4800000000005
2023-09-19,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,جدة,136.67,2,1384.4499999999998
2023-09-22,بشت اليوم الوطني,ملابس,الرياض,484.82,66,4246.030000000001
2023-09-16,شال نسائي اليوم الوطني,ملابس,الدمام,103.05,20,9084.66
2023-09-21,شال اليوم الوطني (نحلم ونحقق),ملابس,الرياض,159.99,10,37983.0
2023-09-17,بشت اليوم الوطني السعودي 93,ملابس,الرياض,268.89,27,20121.64
2023-09-15,بشت اليوم الوطني,ملابس,جدة,242.03,48,19362.0
2023-09-22,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,185.86,55,3298.66
2023-09-17,دقلة اليوم الوطني,ملابس,جدة,305.13,19,7176.3
2023-09-15,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,170.46,55,24516.32
2023-09-18,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,خميس مشيط,196.19,52,3627.4800000000005
2023-09-22,بكج توزيعات نحلم ونحقق,هدايا,الدمام,194.3,49,32377.36
2023-09-15,تيشرت نحلم ونحقق,ملابس,الدمام,134.82,83,14860.800000000001
2023-09-17,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,جدة,392.58,62,15306.9
2023-09-20,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الدمام,85.52,89,34431.8
2023-09-17,سديري ولادي اليوم الوطني 93,ملابس,خميس مشيط,254.7,14,16068.010000000002
2023-09-17,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,خميس مشيط,253.97,86,4712.4
2023-09-19,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,خميس مشيط,254.61,47,4434.96
2023-09-16,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,خميس مشيط,399.46,53,11543.85
2023-09-15,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الدمام,277.49,98,29490.23
2023-09-19,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,جدة,444.64,82,13081.9
2023-09-22,سديري الهوية الوطنية,ملابس,خميس مشيط,287.45,62,22525.3
2023-09-21,دقله اليوم الوطني السعودي 93,ملابس,جدة,271.56,62,10563.119999999999
2023-09-20,فستان اليوم الوطني السعودي 93,ملابس,جدة,266.02,87,8307.300000000001
2023-09-20,بشت اليوم الوطني بالاسم,ملابس,خميس مشيط,233.31,59,1664.88
2023-09-20,شال نسائي اليوم الوطني,ملابس,جدة,270.2,100,6318.42
2023-09-20,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,جدة,243.03,55,34023.72
2023-09-17,دقلة اليوم الوطني,ملابس,خميس مشيط,308.34,76,11460.22
2023-09-16,بروش سيفين ونخلة - ( معدن ),هدايا,خميس مشيط,429.16,23,7130.700000000001
2023-09-18,بشت اليوم الوطني مزخرف,ملابس,الدمام,255.98,49,3204.79
2023-09-20,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,جدة,88.32,88,2744.28
2023-09-17,سديري ولادي اليوم الوطني 93,ملابس,الدمام,243.32,85,11453.75
2023-09-16,توزيعات شنطة الأناقة,هدايا,خميس مشيط,203.48,86,19658.100000000002
2023-09-17,تيشرت نحلم ونحقق,ملابس,خميس مشيط,438.9,37,22709.61
2023-09-16,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الدمام,449.57,40,20448.12
2023-09-15,سديري ولادي اليوم الوطني 93,ملابس,الدمام,330.75,89,2395.5
2023-09-22,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الدمام,492.28,35,14614.039999999999
2023-09-21,سديري الهوية الوطنية,ملابس,الرياض,195.44,89,12124.32
2023-09-15,شال اليوم الوطني السعودي 93 - المكعب والفضاء ( وشاح قماشي ),ملابس,الرياض,84.69,96,3091.68
2023-09-18,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,خميس مشيط,192.72,54,13228.5
2023-09-20,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,الرياض,431.5,37,4761.5
2023-09-17,بربتوز ولادي اليوم الوطني 93,ملابس,الدمام,441.22,3,7758.0
2023-09-17,بشت اليوم الوطني,ملابس,جدة,229.45,28,12483.95
2023-09-21,جاكيت اطفال اليوم الوطني,ملابس,الدمام,204.98,67,9267.45
2023-09-15,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الرياض,358.36,45,41395.0
2023-09-22,دقله اليوم الوطني السعودي 93,ملابس,الرياض,101.56,71,13024.19
2023-09-20,بكج توزيعات نحلم ونحقق,هدايا,خميس مشيط,173.56,38,16938.87
2023-09-20,جاكيت اطفال اليوم الوطني,ملابس,خميس مشيط,429.1,37,7094.12
2023-09-20,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,جدة,204.3,49,1933.1399999999999
2023-09-17,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الدمام,103.55,58,23550.66
2023-09-20,سديري الهوية الوطنية,ملابس,جدة,58.8,17,21321.0
2023-09-21,مجموعة 6 بوكسات,هدايا,جدة,381.22,62,15468.3
2023-09-18,فستان اليوم الوطني السعودي 93,ملابس,جدة,182.0,25,12144.400000000001
2023-09-22,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,خميس مشيط,244.16,92,1531.0
2023-09-15,بشت اليوم الوطني,ملابس,خميس مشيط,310.51,14,6249.78
2023-09-17,سديري اليوم الوطني بالاسم,ملابس,الرياض,322.19,39,3982.76
2023-09-21,شال اليوم الوطني (نحلم ونحقق),ملابس,جدة,275.69,7,9956.1
2023-09-15,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,414.52,99,8616.8
2023-09-17,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,الدمام,330.01,86,8389.53
2023-09-17,بشت اليوم الوطني,ملابس,خميس مشيط,157.86,61,10423.02
2023-09-22,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,جدة,177.03,75,19681.149999999998
2023-09-21,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,خميس مشيط,110.14,11,4365.68
2023-09-20,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,الدمام,69.09,6,1418.22
2023-09-21,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,خميس مشيط,67.43,91,2989.2599999999998
2023-09-20,بروش علم السعودية - ( معدن ),هدايا,جدة,219.72,85,23716.800000000003
2023-09-19,بشت اليوم الوطني,ملابس,الرياض,247.42,15,10381.06
2023-09-17,دقلة اليوم الوطني,ملابس,جدة,64.31,81,4604.8
2023-09-16,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,الدمام,392.76,46,19813.64
2023-09-17,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الرياض,393.56,2,2275.52
2023-09-17,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,الرياض,385.4,40,7155.599999999999
2023-09-17,بروش علم السعودية - ( معدن ),هدايا,جدة,131.34,82,18279.9
2023-09-17,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,182.88,91,2335.05
2023-09-17,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,333.92,24,39138.6
2023-09-20,فستان اليوم الوطني السعودي 93,ملابس,الدمام,376.53,43,10632.16
2023-09-22,مجموعة 6 بوكسات,هدايا,الرياض,278.23,20,8355.15
2023-09-19,شال السعودية ( وشاح قماشي ) - اليوم الوطني السعودي,ملابس,جدة,368.15,99,19483.6
2023-09-19,شال اليوم الوطني السعودي 93 - الدرعية والعلا ( وشاح قماشي ),ملابس,جدة,213.91,46,3320.7300000000005
2023-09-17,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الرياض,116.26,39,4132.0
2023-09-15,جاكيت اطفال اليوم الوطني,ملابس,الرياض,177.53,76,10937.92
2023-09-19,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,الرياض,238.99,78,18091.8
2023-09-22,توزيعات شنطة الأناقة,هدايا,خميس مشيط,477.68,89,20062.14
2023-09-22,سديري اليوم الوطني بالاسم,ملابس,جدة,57.25,43,3905.2799999999997
2023-09-22,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,150.61,78,399.61
2023-09-20,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,الرياض,453.49,26,5569.400000000001
